ಎಲಿಜಬೆತ್	Elizabeth
ಪದಾರ್ಥವು	padaarthavu
ರುಚಿಹೀನ	ruchiheena
ಎಂದು	endu
ಭಾವಿಸಲಾಗುತ್ತದೆ.	bhaavisalaaguttade.
</s>	</s>
ಕನ್ನಡನಾಡಿನ	kannadanaadina
ಜನರ	janara
ರಕ್ಷಣೆ	rakshane
ಮಾಡುತ್ತಿದ್ದ	maaduttidda
ಮೈಸೂರಿನ	mysurina
ಒಡೆಯರ	odeyara
ಒಡಕು	odaku
ಆಡಳಿತದಿಂದ,	aadalitadinda,
ಒಳ	ola
ಜಗಳದಿಂದ	jagaladinda
ಮತ್ತು	mattu
ಕುಟುಂಬ	kutumba
ಕಲಹದಿಂದಾಗಿ	kalahadindaagi
ಹೈದರ್	Hyder
ಮೈಸೂರನ್ನು	Maisurannu
ಆಳುವಂತಾಯಿತು.	aaluvanthaayitu.
</s>	</s>
ಉಪ್ಪಿನ	uppina
ಉತ್ಪಾದನೆಗೆ	utpaadanege
ಬ್ರಿಟಿಷ್	british
ಸರ್ಕಾರಕ್ಕೆ	sarkaarakke
ಕರ	kara
ಕೊಡುವ	koduva
ಬದಲು	badalu
ಜನರು	janaru
ತಾವಾಗಿಯೇ	tavagiye
ಉಪ್ಪನ್ನು	uppannu
ಉತ್ಪಾದಿಸಲಿಕ್ಕಾಗಿ	utpadisalikkaagi
ಗಾಂಧೀಜಿ	Gandhiji
ಮಾರ್ಚ್	March
12,	12,
1930	1930
ರಂದು	randu
ಸಹಸ್ರಾರು	sahasraaru
ಜನರೊಡನೆ	janarodane
ಸಮುದ್ರತೀರಕ್ಕೆ	samudrateerakke
ನಡೆದು	nadedu
ಉಪ್ಪನ್ನು	uppannu
ಉತ್ಪಾದಿಸಿದರು.	utpaadisidaru.
</s>	</s>
ಮಧ್ಯಯುಗದಲ್ಲಿ	madhyayugadalli
ಈ	ee
ಸಾದೃಶ್ಯದ	saadrushyada
ಕುರಿತ	kuritha
ಸಿದ್ಧಾಂತೀಕರಣ	siddhaantheekarana
ಇನ್ನಿಲ್ಲದಷ್ಟು	innilladashtu
ಹೆಚ್ಚಿತ್ತು.	hechchittu.
</s>	</s>
ಈ	ee
ಯುಗದ	yugada
ಕಡೆಯಲ್ಲಿ	kadeyalli
ಭಗವಂತ	bhagavantha
ಕಲ್ಕಿಯ	kalkiya
ಅವತಾರವನ್ನು	avathaaravannu
ಎತ್ತಿ	etti
ಅಧರ್ಮಿಗಳನ್ನು	adharmigalannu
ನಿಶ್ಶೇಷವಾಗಿ	nisheshavaagi
ಸಂಹರಿಸಿ,	samharisi,
ಉಳಿದ	ulida
ಸತ್ಪುರುಷರ	satpurushara
ಮನಸ್ಸಿನಲ್ಲಿ	manassinalli
ಒಳ್ಳೆಯ	olleya
ಗುಣಗಳುಂಟಾಗುವಂತೆ	gunagalunttaguvanthe
ಪ್ರೇರೇಪಿಸುವನು.	prerepisuvanu.
</s>	</s>
ಮೂಗು	moogu
ಮತ್ತು	mattu
ಗಂಟಲು	gantalu
ವಾಯುಮಾರ್ಗ	vaayumarga
</s>	</s>
ಪಂದ್ಯದ	pandyada
ಬಲಿಕ	balika
ಬ್ರಡ್ಶ,	Bradna,
ಫರೂಕ್,	Farook
ಮತ್ತು	mattu
ಮಿಡೊನ್	Midon
ಎಲ್ಲರು	ellaru
ಓಡಿ	odi
ಹೋಗಿ	hogi
ವಿಟ್	vit
ಅನ್ನು	avarannu
ಅಕ್ರಮಿಸಿದರು	aakramisidaru
ಮತ್ತು	mattu
ತರುವಾಯ	taruvaaya
ಅವರಿಗೂ	avarigu
ಚೊಕ್	chok
ಸ್ಲಾಮ್	slam
ಕೊಟ್ಟನು.	kottanu.
</s>	</s>
ಅನೇಕ	aneka
ಪಾದ್ರಿಗಳ	paadrigala
ಪತ್ನಿಯರಂತೆ	pathniyaranthe
ಕ್ರಾಸ್‌ರವರೂ	krasravaru
ಸಹ	saha
ತನ್ನ	tanna
ಪತಿಗೆ	pathige
ಬೆಂಬಲವನ್ನು	bembalavannu
ನೀಡುತ್ತಿದ್ದರು.	needuttiddaru.
</s>	</s>
ಸುಪ್ರಸಿದ್ಧ	suprasiddha
ಧೂಳಖೇಡ	dhoolakheda
ಶಂಕರಲಿಂಗ	shankaralinga
ದೇವಸ್ಥಾನವು	devasthaanavu
ವಿಜಯಪುರ	vijayapura
ಜಿಲ್ಲೆಯಲ್ಲಿದೆ.	jilleyallide.
</s>	</s>
ಮಹಾರಾಷ್ಟ್ರದಲ್ಲಿ	maharaashtradalli
ಅನೇಕ	aneka
ವಿಠ್ಠಲ	vittala
ದೇವಸ್ಥಾನಗಳಿವೆ,	devasthaanagalive,
ಮತ್ತು	mathu
ಕರ್ನಾಟಕ,	karnaataka,
ತಮಿಳು	tamilu
ನಾಡು	nadu
ಹಾಗೂ	hagu
ಆಂಧ್ರ	aandra
ಪ್ರದೇಶಗಳಲ್ಲಿ	pradeeshagalalli
ಕೆಲವಿವೆ.	kelavive.
</s>	</s>
22	22
ಟೆಸ್ಟ್‌	test
ಪಂದ್ಯಗಳಲ್ಲಿ	pandyagalalli
ಅವರು	avaru
ಭಾರತ	bhaaratha
ತಂಡದ	thandada
ನಾಯಕತ್ವ	naayakathva
ವಹಿಸಿಕೊಂಡರು.	vahisikondaru.
</s>	</s>
ಈ	ee
ದೀಕ್ಷೆಯ	deeksheya
ವಿಧಾನ	vidhaana
ಪ್ರಾದೇಶಿಕವಾಗಿ	praadeshikavaagi
ಬದಲಾಗುತ್ತದೆ.	badalaaguthade.
</s>	</s>
ಅಜ್ಜಂಪುರದ	ajjanpurada
ಆಗ್ನೇಯಕ್ಕೆ	aagneyakke
11ಕಿಮೀ	11km
ದೂರದಲ್ಲಿದೆ.	dooradallide.
</s>	</s>
ಯಾವಾಗಲೂ	yavaagalu
ಮಣ್ಣಿನಲ್ಲಿ	manninalli
ಬೆಳೆಯುವ	beleyuva
ಸಸ್ಯಗಳು,	sasyagalu,
ಮತ್ತು	mathu
ಮಣ್ಣಿನ	mannina
ಹ್ಯೂಮಸ್	humus
ಸಮೃದ್ಧವಾಗಿವೆ	samrudhavaagive
ಎಂದು	endhu
ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಿ.	khachithapadisikolli.
</s>	</s>
6	6
ವಾರಗಳಿಗೆ	vaaragalige
ಮುಂಚೆ	munche
ಆನ್‌ಲೈನ್	online
ಮಾತುಕತೆಗೆ	maathukathege
ಮುನ್ನ,	munna,
8000	8000
ಫಿಲಿಪ್ಸ್	philips
ವ್ಯವಸ್ಥಾಪಕರಿಗೆ	vyavasthaapakarige
ಪತ್ರದ	pathrada
ಮೂಲಕ,	moolaka,
ಅರೆವಾಹಕಗಳ	arevaahakagala
ಪರಿವರ್ತನೆಯನ್ನು	parivarthaneyannu
ಸ್ವತಂತ್ರ	svathanthra
ಸಂಸ್ಥೆಯಾಗಿ	samstheyaagi
ಶೀಘ್ರಗತಿಯಲ್ಲಿ	sheegragathiyalli
ನಡೆಸುವುದಾಗಿ	nadesuvudaagi
ಪ್ರಕಟಿಸಲಾಯಿತು.	prakatisalaayithu.
</s>	</s>
ಇವು	ivu
ಪುರ್ಣ	purna
ರಾಷ್ಟ್ರೀಯ	rashtreeya
ಸ್ವತ್ತಾಗಿರಲಿಲ್ಲ.	svathaagiralilla
</s>	</s>
1982ರಿಂದಲೂ	1982rindalu
ಚಾರ್ಲ್ಸ್‌	charles
ರಿವರ್‌	river
ಲ್ಯಾಬೊರೆಟರಿಸ್‌	laboratories
ಸಂಶೋಧನೆಗಾಗಿ	samshoodhaneyaagi
ಈ	ee
ತಳಿಯನ್ನು	thaliyannu
ಪುನರುತ್ಪಾದಿಸುತ್ತಿದೆ.	punaraathpaadisuthidhe
</s>	</s>
ಭಾರತೀಯ	Bharatheeya
ಏಕತ್ತ್ವವಾದ	aekathvavaada
ವಿಷಯದ	vishayada
ವಿವರಗಳಿಗೆ	vivaragalige
ಅದ್ವೈತ.	advaitha.
</s>	</s>
ಅಲ್ಲದೆ	alladhe
ಅವರು	avaru
ದಕ್ಷಿಣದಲ್ಲಿ	dakshinadalli
ನುಬಿಯಾ,	nubiyaa,
ಪಶ್ಚಿಮ	paschima
ದಿಕ್ಕಿನಲ್ಲಿ	dikkinalli
ಪಾಶ್ಚಿಮಾತ್ಯ	paaschimaathya
ಮರುಳುಭೂಮಿಯ	maralubhumiya
ಓಯಸಿಸ್‌ಗಳನ್ನು	oyasisgalannu
ಹಾಗೂ	hogoo
ಪೂರ್ವಕ್ಕೆ	poorvakke
ಪೌರಾತ್ಯ	pouraathya
ಮೆಡಿಟರೇನಿಯನ್‌ನ	meditareyan
ಸಂಸ್ಕೃತಿಯನ್ನು	samskruthiyannu
ವಿನಿಮಯ	vinimaya
ಮಾಡಿಕೊಂಡಿದ್ದರು.	maadikondiddaru.
</s>	</s>
ತೇಜಸ್ವಿ,ನಿಮ್ಮ	tejasvi, nimma
ಹುಡುಕುತ್ತಾ ..	hudukutta..
ಮೂಡಿಗೆರೆ	moodigere
ಮಾಯವಿ	maayavi
ತೇಜಸ್ವಿನಾಡಿನಲ್ಲಿ	tejasvinaadinalli
ಚಾರಣ	chaarana.
</s>	</s>
ಈ	ee
ವಿಷಯದಲ್ಲಿ	vishayadalli
ಬಿಲ್	bill
ಕ್ಲಿಂಟನ್, ಟೋನಿ	klinton ,toni
ಬ್ಲೇರ್‌	blare
ಇವರುಗಳು	ivarugalu
ಇಮ್ಮಾನ್ಯುವೆಲ್‌ರ	imaanyuvelr
ನೆಚಿನ	nechina
ನಾಯಕರು.	naayakaru.
</s>	</s>
ಪ್ರಪಂಚದಲ್ಲಿಯೇ	prapanchadalliyee
ಸಂಪುರ್ಣವಾಗಿ	sampoornavaagi
ನಿಯಂತ್ರಿತವಾದ	niyanthrithavaada
ನದಿ	nadhi
ಟೆನೆಸ್ಸಿ.	tenessi.
</s>	</s>
ಎ	a
ಓದುವ	oduva
ವಿದ್ಯಾರ್ಥಿಗಳ	vidyarthigala
ಕೊರತೆ	korathe
ಇದ್ದಿತಾದರೂ	iddithaadaru
ಆ	aa
ಅವಧಿಯಲ್ಲಿ	avadhiyalli
ಅವರ	avara
ಶಿಶ್ಯರಾಗಿದ್ದ	shishyaraagidha
ಕೆಲವರು	kelavaru
ಈಗ	eega
ಭಾಷಾ	bhaasha
ವಿಜ್ಞಾನಿಗಳಾಗಿದ್ದಾರೆ.	vigyaanigalaagidaare.
</s>	</s>
ಇವುಗಳಲ್ಲಿ	ivugalalli
ಕೆಲವು	kelavu
ಬಳಕೆಯಲ್ಲಿರುವ	balakeyalliruva
ವಿವಿಧ	vividha
ಭಾಷೆಗಳ	bhaashegala
ಬೇರೆಬೇರೆ	berebere
ಅಂಶಗಳನ್ನು	amshagalannu
ಸೇರಿಸಿ	serisi
ತಯಾರಿಸಿದ	thayaarisidhe
ಮಿಶ್ರಣಗಳಾಗಿವೆ.	mishranagalaagive
</s>	</s>
೧೮೨೦ರ	1820ra
ಮಧ್ಯಾವಧಿಯಿಂದ	madhyaavadhiyinda
ಕೋಕ್	kook
ಊದು	uda
ಕುಲುಮೆಗಳನ್ನು	kulumegalannu
ಒಳಗೊಂಡ	olagonda
ಅಸಂಖ್ಯಾತ	asankhyaatha
ಕೆಲಸಗಳು	kelasagalu
ಮತ್ತು	mattu
ಲೀಗ್	league
ಮತ್ತು	mattu
ಚಾರ್ಲೆರಾಯ್	chaarlray
ಸುತ್ತಮುತ್ತ	suttamutta
ಕಲ್ಲಿದ್ದಲು	kalliddalu
ಗಣಿ	gani
ಪ್ರದೇಶಗಳಲ್ಲಿ	pradeshagalalli
ಕರಗಿದ	karagida
ಕಬ್ಬಿಣ	kabbina
ಕಲಕುವ	kalakuva
ಮತ್ತು	mattu
ರಾಲಿಂಗ್	raaling
ಗಿರಣಿಗಳನ್ನು	giranigalannu
ಸ್ಥಾಪಿಸಲಾಯಿತು.	sthaapisalaayithu.
</s>	</s>
ಆದರೆ,	aadare,
ಅವರು	avaru
ಆಫ್ರಿಕನ್‌	africana
ರಾಷ್ಟ್ರೀಯತೆಯ	rashtreeya
ಪರವಾಗಿದ್ದರು	paravaagiddaru
ಮತ್ತು	mathu
ಅಮೆರಿಕದ	americada
ಆಫ್ರಿಕನ್‌	african
ಜನಾಂಗದವರು	janaangadavaru
ಸ್ವಾವಲಂಬಿಗಳಾಗಬೇಕೆಂದು	svaavalambigalaagabekendu
ವಾದಿಸಿದರು.	vaadisidaru.
</s>	</s>
ಪಟೇಲರು	patelaru
ಹಣಸಂಗ್ರಹಣೆಯಲ್ಲಿ	hanasangrahaneyalli
ತೊಡಗಿದ್ದ	todagidda
ಕಾಲದಲ್ಲಿ	kaaladalli
ಅವರ	avara
ಅಣ್ಣ	anna
ವಿಠ್ಠಲಭಾಯಿ	vittalabhaayi
ವಕೀಲರಾಗಿ	vakeelaraagi
ಹೆಸರಾಗುತ್ತಿದ್ದರು.	hesaraaguthiddaru.
</s>	</s>
ಆದರೆ	aadare
ಸುಮಾರು	sumaaru
ಕ್ರಿ.	kree.
</s>	</s>
ಅಲ್ಲೊಂದು	allondhu
ಆಶ್ರಮ	aashrama
ಸ್ಥಾಪಿಸಿದರು.	sthaapisidaru.
</s>	</s>
ಗಾಳಿಮರ	gaalimara
ಮತ್ತು	mathu
ಭೂಮಿಯ	bhoomiya
ಸಾರವರ್ಧನೆ	saaravardhane.
</s>	</s>
ವರ್ಜೀನಿಯಾ	virginia
ಜರ್ನಲ್	journal
ಆಫ್	of
ಸೈನ್ಸ್	science
ಎಜುಕೇಶನ್	education
,	,
ಸಂಪುಟ.	samputa.
</s>	</s>
ಅಲ್ಲದೆ	allade
ಇಡೀ	idee
ರಾಜ್ಯಕ್ಕೆ	raajyakke
ಸಂಬಂಧಿಸಿದಂತೆ	sambandhisidanthe
1982-83ರಲ್ಲಿ	1982-83ralli
ಎರಡು	eradu
ಭಾಗಗಳಲ್ಲಿ	bhaagagalalli
ಆಂಗ್ಲ	aangla
ಭಾಷೆಯಲ್ಲಿಯೂ,	bhaasheyalliyu,
ಅದರ	adara
ಕನ್ನಡಾನುವಾದವನ್ನು	kannadaanuvaadavannu
ಮೂರು	mooru
ಸಂಪುಟಗಳಲ್ಲಿ	samputagalalli
1984-86ರ	1984-86ra
ಅಭಿವೃದ್ಧಿಯಲ್ಲಿಯೂ	abhivruddhiyalliyu
ಪ್ರಕಟಿಸಲಾಯಿತು.	prakatisalaayithu.
</s>	</s>
ಇವರು	ivaru
ಬಲಗೈ	balagai
ಬ್ಯಾಟ್ಸ್ಉಮನ	byatsumen
ಹಾಗೂ	hagu
ಬಲಗೈ	balagai
ಮದ್ಯಮ	madhyama
ವೇಗದ	vegada
ಬೌಲರ್.	bowler.
</s>	</s>
'ದಿ	"THE
ಸಿಬಿಎಸ್ ಐ	CBSI"
'ಇಂದು	indu
ಅಮೆರಿಕಾದ	americada
ಪವಿತ್ರ	pavithra
ಹೆಗ್ಗುರುತಾಗಿದೆ.	hegguruthaagide.
</s>	</s>
ಮಾರಾಂಟ	maaraanta
ಗಿಡ	gida
ಭಾರತದ	bhaarathada
ಕೆಲವು	kelavu
ಕಡೆಗಳಲ್ಲಿ	kadegalalli
ತಾನಾಗಿ	thanaagi
ಬೆಳೆಯುತ್ತದೆ.	beleyuthadhe.
</s>	</s>
ಭಗೀರಥನ	bhageerathana
ತಪಸ್ಸಿಗೆ	thapasiige
ಮೆಚ್ಚಿ	mechhi
ಇಳೆಗೆ	ilege
ಇಳಿದು	ilidu
ಬಂದ	banda
ಗಂಗೆಯನ್ನು	gangeyannu
ಶಿವ	shiva
ತನ್ನ	thanna
ಜಡೆಯಲ್ಲಿ	jadeyalli
ತುಂಬಿಸಿಕೊಂಡಿದ್ದ.	thumbisikondidda.
</s>	</s>
1929ರಲ್ಲಿ	1929ralli
ಪರೀಕ್ಷೆಗೆ	pareekshege
ಕುಳಿತು	kulithu
ಇಂಗ್ಲೀಷ್	English
ಎಂ.	M.
</s>	</s>
ಎಂಬುದೇ	embudhee
ಅರಿಸ್ಟಾಟಲ್‌ನ	aristotlenaa
ಕೃತಿಗಳ	kruthigala
ಇತಿಹಾಸಕ್ಕೆ	itihaasakke
ಸಂಬಂಧಿಸಿ	sambandhisi
ಆಗ	aaga
ಉದ್ಭವಿಸುವ	udhbhavisuva
ಒಂದು	ondu
ಪ್ರಮುಖ	pramukha
ಪ್ರಶ್ನೆ.	prashne.
</s>	</s>
ಕಬೀರ್	kabeer
ಸಮ್ಮಾನ್,	samman,
</s>	</s>
ಈ	ee
ವೇಳೇಗೆ	velege
ಗುಂಡಿಗೆ	gundige
ಸರಿಹೋಗಲಾರದಷ್ಟು	sarihoogalaaradashtu
ಕೆಡದಿದ್ದರೆ	kedadiddare
ಆಯುಷ್ಯ	aayushya
ಕಡಿಮೆಯಾಗುವುದಿಲ್ಲ.	kadimeyaaguvudilla.
</s>	</s>
ಪ್ರತಿಯೊಂದು	prathiyondu
ಮನೆಯ‌ೂ	maneyu
ತೆರೆದ	therada
ಮಾಡಿನ	maadina
ಒಂದು	ondu
ಅಡಿಗೆ	adige
ಮನೆಯನ್ನು	maneyannu
ಹೊಂದಿತ್ತು.	hondithhu.
</s>	</s>
ಅವುಗಳಿಗೆ	avugalige
ಮೂಳೆ	mule
ಮಜ್ಜೆ	majje
ಇಲ್ಲದಿರುವುದರಿಂದ,	illadiruvadarinda,
ಕೆಂಪು	kempu
ರಕ್ತ	raktha
ಕಣಗಳು	kanagalu
ಗುಲ್ಮ	gulma
ಮತ್ತು	mathu
ಎಪಿಗೊನಲ್	epigonal
ಅಂಗದಲ್ಲಿ(ಇದು	angadalli(idu
ಗೋನ್ಯಾಡ್	goonyad
ಸುತ್ತ	suthha
ಇರುವ	iruva
ವಿಶೇಷ	vishesha
ಅಂಗಾಂಶ, ಪ್ರತಿರಕ್ಷಣಾ	angaansha ,prathirakshana
ವ್ಯವಸ್ಥೆಯ	vyavastheya
ಒಂದು	ondu
ಪಾತ್ರವನ್ನು	paathravannu
ವಹಿಸುತ್ತದೆ)	vahisuthadhe)
ಉತ್ಪಾದಿಸಲಾಗುತ್ತದೆ.	uthpaadisalaaguthadhe.
</s>	</s>
ಆದಾಗ್ಯೂ,	aadagyu,
ಆ	aa
ವರ್ಷದೊಳಗೆ (322	varshadolage(322
BCಯಲ್ಲಿ)	BCyalli )
ಯುಬಿಯಾದಲ್ಲಿ	yubiyaadalli
ಆತ	aatha
ಸ್ವಾಭಾವಿಕವಾಗಿ	svaabaavikavaagi
ಮರಣ	marana
ಹೊಂದಿದ.	hondida
</s>	</s>
ಟಿಪ್ಪು	tippu
ಸೇನಾ	sena
ತಂತ್ರಗಳನ್ನು	thanthragalannu
ತನ್ನ	thanna
ತಂದೆ,	thande,
ಹೈದರಾಲಿಯೊಂದಿಗೆ	haidaraaliyondige
ಇದ್ದ	idda
ಫ್ರೆಂಚ್	french
ಅಧಿಕಾರಿಗಳಿಂದ	adhikaarigalinda
ಪಡೆದನು.	padedanu.
</s>	</s>
ಚಿಕ್ಕದಾಗಿ	chikkadaagi
ಕಪ್ಪಾಗಿದ್ದು	kappaagiddu
ಹೊಳೆಯುವ	holeyuva
ಹಣ್ಣುಗಳನ್ನು	hannugalannu
ತಿನ್ನಬಹುದು, ಆದರೆ	thinnabahudu ,aadare
ಅವುಗಳ	avugala
ಬೀಜಗಳು	beejagalu
ವಿಷಪೂರಿತವಾಗಿರುತ್ತವೆ.	vishapoorithavaagiruthave.
</s>	</s>
ಈ	ee
ಮೂರು	mooru
ಪರಿಕಲ್ಪನೆಗಳನ್ನು	parikalpanegalannu
TPS	TPS
ಮತ್ತು	mathu
ಹಾಗೆ	haage
ನೇರ‌ದಲ್ಲಿ	neeradalli
ಜೋಡಿಸುವುದು	joodisuvudu
ಸರಳ.	sarala.
</s>	</s>
ಪಂಢರಪುರದ	pandarapurada
ದೇವಸ್ಥಾನವು	devasthaanavu
ಶೈವ	shaiva
ದೇವಾಲಯಗಳಿಂದ	devaalayagalinda
(ಅತ್ಯಂತ	(atyantha
ಗಮನಾರ್ಹವಾಗಿ	gamanaarhavaagi
ಭಕ್ತ	bhaktha
ಪುಂಡಲೀಕನದೇ)	pundaleekanadee)
ಸುತ್ತುವರಿಯಲ್ಪಟಿದೆ	sutthuvariyalpattidhe
ಮತ್ತು	mathu
ಶಿವನ	shivana
ಸಂಕೇತವಾದ	sankethavaada
ಲಿಂಗವು	lingavu
ವಿಠ್ಠಲನ	vittalana
ಮುಕುಟಭೂಷಣವಾಗಿದೆಯೆಂಬ	mukutabhooshanavaagidheyembha
ಸಂಗತಿಗಳಿಂದ	sangathigalinda
ಇದು	idhu
ಸಮರ್ಥಿತವಾಗಿದೆ.	samarthithavaagidhe.
</s>	</s>
ಹೊಸ	hosa
ಹೊಸ	hosa
ಭೂ	bhoo
ಅನ್ವೇಷಣೆ,ಜಲಮಾರ್ಗಗಳನ್ನು	anveshane , jalamaargagalannu
ಅನ್ವೇಷಿಸುವ	anveshisuva
ಮೂಲಕ ಹೊಸ	moolaka
ಹೊಸ	hosa
ಕಾಯಿಲೆಗಳನ್ನು	kaayilegalannu
ಇಂಗ್ಲೆಂಡ್ ಗೆ	Englandge
ತರಲಾರಂಭಿಸಿದರು	tharalaarambhisidharu
ಉದಾಹರಣೆ	udaaharane
ಪ್ಲೇಗ್,ಸಿಡುಬು(ಸ್ಮಲ್	plague,sibudu(smal
ಫಾಕ್ಸ್)	poxs)
ರೋಗಗಳಿಗೆ	roogagalige
ಸುಮಾರು	sumaaru
೩ಲಕ್ಷ	3laksha
ಜನತೆ	janathe
ಬಲಿಯಾದರು.	baliyaadaru.
</s>	</s>
ಸ್ಥಳೀಯ	sthaleeya
ತಳಿಗಳ	taligala
ಸಂಗ್ರಹಕ್ಕೆ	sangrahakke
ಹೆಚ್ಚಿನ	hechhina
ಆದ್ಯತೆ	aadyathe
ನೀಡಲಾಗುತ್ತದೆ.	needalaaguthadhe.
</s>	</s>
ಸಾವಿತ್ರಿಬಾಯಿ	savithribhaayi
ಫುಲೆ	phule
೧೮೩೧ರಲ್ಲಿ	1831ralli
ಮಹಾರಾಷ್ಟ್ರದ	maharaashtradha
ಸತಾರಜಿಲ್ಲೆಯ	sathaarajilleya
'ನೈಗಾಂನ್'ನಲ್ಲಿ	"naigaman"nalli
ಹುಟ್ಟಿದರು.	huttidaru.
</s>	</s>
ಇದರ	idara
ನಿರ್ಮಾಣಕ್ಕಾಗಿ	nirmaanakkaagi
ಬ್ರಿಟಿಶ್	british
ಸರ್ಕಾರದ	sarkaarada
ಹಣವನ್ನು	hanavannu
ಉಪಯೋಗಿಸಿಲ್ಲ.	upayoogisalilla
</s>	</s>
ಟ್ಯಾರೊ	tyaaroo
ಎಂಬ	embha
ಆಟ	aata
ಪರಿಪೂರ್ಣ	paripoorna
ಸ್ಥಿತಿ	stithi
ಮುಟ್ಟಿ	mutti
ಎಲ್ಲೆಲ್ಲೂ	ellelloo
ಪ್ರಚಾರವಾಯಿತು.	prachaaravaayithu.
</s>	</s>
ಆದರೆ,	aadare,
ದುರಂತ	durantha
ನಾಟಕದ	naatakada
ವಿಷಯವನ್ನೊಳಗೊಂಡ	vishayavannolagonda
ಭಾಗ	bhaaga
ಮಾತ್ರವೇ	maathravee
ಉಳಿದುಕೊಂಡಿದೆ.	ulidukondidhe.
</s>	</s>
1960ರಿಂದ	1960rinda
ಈಚೆಗೆ	eechege
ಸಾಮಾನ್ಯವಾಗಿ	saamaanyavaagi
ಮತಪತ್ರಗಳನ್ನು	mathapatragalannu
ಸರ್ಕಾರದ	sarkaarada
ವೆಚ್ಚದಲ್ಲಿ	vechchadalli
ಅಚ್ಚುಮಾಡಿಸಿ,	achchumaadisi,
ಮತದಾನ	matadaana
ಕೇಂದ್ರಗಳಲ್ಲಿ	kendragalalli
ಹಂಚಲಾಗುತ್ತಿದೆ.	hanchalaaguttide.
</s>	</s>
ಧೂಮಪಾನ	dhoomapaana
ತಪ್ಪಿಸಲು	thappisalu
ಮತ್ತು	mathu
ಮದ್ಯ	madya
ಮತ್ತು	mathu
ಕೆಫೀನ್	caffine
ಸೇವನೆ	sevane
ಕಡಿಮೆ.	kadime.
</s>	</s>
ಪೋಲೀಸ್	police
ಪಡೆ	pade
ಬೇರೆ	bere
ಇತರ	ithara
ಆತಂಕಿಗಳನ್ನು	aathankigalannu
ಹೊಡೆದು	hodedhu
ಕೊಂದರು.	kondaru.
</s>	</s>
.	.
ವಿದೇಶಿ	vidheeshi
ವಿನಿಮಯ	vinimaya
ವ್ಯವಹಾರಗಳ	vyavahaaragala
ಸೌಲಭ್ಯಗಳನ್ನು	soulabhyagalannu
ಗ್ರಾಹಕರಿಗೆ	graahakarige
ಒದಗಿಸುವುದು	odagisuvudu
</s>	</s>
ತುಳು	tulu
ಭಾರತ	bhaaratha
ದೇಶದ	deshada
ಕರ್ನಾಟಕ	karanata
ರಾಜ್ಯದ	rajyada
ಪಶ್ಚಿಮ	paschima
ತೀರದಲ್ಲಿರುವ	theeradalliruva
ದಕ್ಷಿಣ	dakshina
ಕನ್ನಡ, ಉಡುಪಿ	kannada ,udupi
ಮತ್ತು	mathu
ಕಾಸರಗೋಡು	kasargodu
ಜಿಲ್ಲೆಗಳಲ್ಲಿ	jillegalalli
ಹೆಚ್ಚು	hechu
ಮಾತನಾಡುವ	maathanaaduva
ಭಾಷೆ.	bhaashe.
</s>	</s>
ಬಾಬ್	baab
ಬಾರ್ಕರ್	baarkar
ಇದನ್ನು	idannu
35	35
ವರ್ಷಗಳ	varshagala
ಕಾಲ	kaala
ನಡೆಸಿದ.	nadesidha
</s>	</s>
ಎರಡು	eradu
ವಾರ	vaara
ಮತ್ತೆ	matthe
ಸ್ಮೇಕ್	smek
ಡೌನ್	down
ನಲ್ಲಿ,	nalli,
ರೆಯ್	rey
ಮಿಸ್ಟಿರಿಯೊ	misteriyoo
ನ	na
ಹಿಮ್ಮಡಿಯನ್ನು	himmidiyannu
ಹಿಂದಿನ	hindina
ವಾರದಲ್ಲಿ	vaaradalli
ಇದೆ	idhe
ಚಲನೆಯ	chalaneya
ಮುಕಾಂತರ	mukaanthara
ಗಾಯಮಾಡಿದ	gaayamaadidha
ಮತ್ತು	mathu
ಇದೆ	idhe
ಚಲನೆಯ	chalaneya
ಮುಕಾಂತರ	mukaanthara
ಮತ್ತೆ	matthe
ಮಿಸ್ಟಿರಿಯೊ	misteerio
ನನ್ನು	nannu
ಲೋಕ್	lock
ಮಾಡಿದ	maadidha
ಆದರೆ	aadare
ಬಿಗ್	bigg
ಶೊ	dhoo
ಬಂದು	bandhu
ಕಾಪಾಡಿದ.	kaapadidha.
</s>	</s>
ಸೇ.	saee.
ಸಂಖ್ಯಾಪ್ರವiಣ	Sankhyaapravana
</s>	</s>
ಹಡ್ಡ	hadda
ಮತ್ತು	mathu
ಬೆಗ್ರಾಮ್	begraam
ಬಹು	bahu
ಮಟ್ಟಿಗೆ	mattige
ಪ್ರಸಕ್ತಶಕದ	puskathashkada
ಆದಿ	aadi
ಶತಮಾನಗಳಿಗೆ	shathamaangalige
ಸೇರಿದ	serida
ನಗರಾವಶೇಷಗಳು.	nagaraavasheshagalu
</s>	</s>
ಫತೇಪುರ್	Fathepur
ಸಿಕ್ರಿ	Sikhri
</s>	</s>
ಇದು	idhu
ಬಹು	bahu
ಕಾಲ	kaala
ಬಲಸಬಲ್ಲಂತಹ	balasaballanthaha
ಪ್ರಭೇದ.	prabhedha.
</s>	</s>
"ಹಸುವಾದರೆ	"hasuvaadare
ಬೆದರಿತಂತೆ	bedaritanthe
</s>	</s>
ಬೆಲೆಗಳು	belegalu
