Kannada-Word,Part-of-Speech
ಕಾಯಿದೆ,N__NN
36,QT__QTC
),RD__SYM
ವಿಭಾಗ,N__NN
172,QT__QTC
(,RD__SYM
ಎ,N__NNP
),RD__SYM
ರ,PSP
ಅಡಿಯಲ್ಲಿ,RP__RPD
ರಾಜ್ಯ,JJ
ವಿದ್ಯುತ್,JJ
ಪಾವತಿ,N__NN
ಮತ್ತು,CC__CCD
ಪರವಾನಗಿ,N__NN
ಪಡೆದ,V__VM__VNG
ಸಂಸ್ಥೆಯು,N__NN
ಆಗಿ,RP__RPD
ಕಾರ್ಯ,N__NN
ನಿರ್ವಹಿಸಲು,V__VM__VINF
ಅಧಿಕಾರ,N__NN
ಹೊಂದಿ,V__VM__VNF
ಇರುವ,V__VAUX
ಸಂಸ್ಥೆ,N__NN
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ವಿದ್ಯುತ್,JJ
ಉತ್ಪಾದನೆ,N__NN
",",RD__PUNC
ಪ್ರಸರಣ,N__NN
ಮತ್ತು,CC__CCD
ವಿದ್ಯುತ್,JJ
ಬಳಕೆದಾರರಿಗೆ,N__NN
ಸುಗಮ,JJ
ರೀತಿಯಲ್ಲಿ,N__NN
ವಿತರಿಸುವ,V__VM__VNG
ಮೂಲಕ,RP__RPD
ಗುಣಮಟ್ಟದ,N__NN
ವಿದ್ಯುತ್,N__NN
ಒದಗಿಸುವುದು,V__VM__VNG
ತಮಿಳುನಾಡು,N__NNP
ವಿದ್ಯುತ್,N__NNP
ಮಂಡಳಿಯ,N__NNP
ಪ್ರಾಥಮಿಕ,JJ
ಉದ್ದೇಶ,N__NN
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
31.03.2010ರಂತೆ,N__NNP
1345,QT__QTC
ಉಪ,JJ
ಕೇಂದ್ರಗಳು,N__NN
",",RD__PUNC
1.69,QT__QTC
ಲಕ್ಷ,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಹೆಚ್ಚುವರಿ,JJ
ಅಧಿಕ,QT__QTF
ವೋಲ್ಟೇಜ್,N__NN
/,RD__SYM
ಅಧಿಕ,QT__QTF
ವೋಲ್ಟೇಜ್,N__NN
ವಿದ್ಯುತ್,JJ
ತಂತಿಗಳು,N__NN
",",RD__PUNC
5.38,QT__QTC
ಲಕ್ಷ,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಕಡಿಮೆ,JJ
ವೋಲ್ಟೇಜ್,N__NN
ವಿದ್ಯುತ್,JJ
ಪಂಕ್ತಿಗಳು,N__NN
",",RD__PUNC
1.92,QT__QTC
ಲಕ್ಷ,QT__QTC
ವಿದ್ಯುತ್,N__NN
ವಿತರಣಾ,JJ
ಪರಿವರ್ತಕಗಳು,N__NN
ಮತ್ತು,CC__CCD
212.05,QT__QTC
ಲಕ್ಷ,QT__QTC
ವಿದ್ಯುತ್,JJ
ಸಂಪರ್ಕಗಳು,N__NN
ಇವೆ,V__VM__VF
.,RD__PUNC
ತಮಿಳುನಾಡಿನಲ್ಲಿ,N__NNP
ಪ್ರಯೋಜನ,N__NN
ಪಡೆಯುತ್ತ,V__VM__VNF
ಇರುವ,V__VAUX
ವಿವಿಧ,JJ
ವಿದ್ಯುತ್,JJ
ಗ್ರಾಹಕರ,N__NN
ವಿವರಗಳನ್ನು,N__NN
ಕೆಳಗೆ,N__NST
ನೀಡಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
:-,RD__PUNC
ಮನೆಗಳು,N__NN
"1,41,42,186",QT__QTC
.,RD__PUNC
ಕೃಷಿ,N__NN
"19,11,819",QT__QTC
.,RD__PUNC
ವ್ಯಾಪಾರ,N__NN
"26,32,141",QT__QTC
.,RD__PUNC
ಕಾರ್ಖಾನೆ,N__NN
"5,09,830",QT__QTC
.,RD__PUNC
ಇತರೆ,JJ
ಜನಾಂಗ,N__NN
"20,08,930",QT__QTC
.,RD__PUNC
ಒಟ್ಟು,QT__QTF
"2,12,04,906",QT__QTC
.,RD__PUNC
31.03.2010ರಂತೆ,N__NNP
ತಮಿಳುನಾಡಿನ,N__NNP
ಒಟ್ಟು,RB
ಸ್ಥಾಪನೆಗೊಂಡ,V__VM__VNG
ವಿದ್ಯುತ್,N__NN
ಉತ್ಪಾದನಾ,JJ
ಸಂಗ್ರಹಣಾ,JJ
ಸಾಮರ್ಥ್ಯವು,N__NN
"15,800",QT__QTC
ಮೆಗಾವ್ಯಾಟ್,RP__CL
.,RD__PUNC
ಅದರ,DM__DMD
ವಿವರಗಳು,N__NN
ಕೆಳಗೆ,N__NST
ತಿಳಿಸಿದಂತೆ,V__VM__VNF
:,RD__PUNC
ಕಳೆದ,JJ
ವರ್ಷಕ್ಕಿಂತ,N__NN
ಸುಮಾರು,N__NN
700,QT__QTC
ಮೆಗಾವ್ಯಾಟುಗಳಷ್ಟು,RP__CL
ಹೆಚ್ಚು,JJ
ಉತ್ಪಾದನೆ,N__NN
ಆಗುತ್ತಿದೆ,V__VM__VF
.,RD__PUNC
ಅಲ್ಲದೆ,CC__CCS
ಸ್ವಯಂ,PR__PRF
ಬಳಕೆಯ,N__NN
ವಿದ್ಯುತ್,JJ
ಉತ್ಪಾದಕರು,N__NN
ಸ್ವಯಂ,PR__PRF
-,RD__SYM
ಬಳಕೆಯ,N__NN
ವಿದ್ಯುತ್,JJ
ಸ್ಥಾವರಗಳ,N__NN
ಮೂಲಕ,RP__RPD
851,QT__QTC
ವ್ಯಾಟಿನಷ್ಟು,RP__CL
ವಿದ್ಯುತ್,N__NN
ಉತ್ಪಾದಿಸಿ,V__VM__VNF
ತಮ್ಮ,PR__PRF
ಸ್ವಂತ,JJ
ಬಳಕೆಗೆ,N__NN
",",RD__PUNC
ಮಾರಾಟಕ್ಕೆ,N__NNV
ಬಳಸುತ್ತಾರೆ,V__VM__VF
.,RD__PUNC
2009,QT__QTC
-,RD__SYM
10ರ,N__NN
ಆರ್ಥಿಕ,JJ
ವರ್ಷದಲ್ಲಿ,N__NN
ಗರಿಷ್ಠ,JJ
ವಿದ್ಯುತ್,JJ
ಬೇಡಿಕೆಯು,N__NNV
19.03.2010ರಂದು,N__NNP
"10,180",QT__QTC
ಮೆಗಾವ್ಯಾಟಿಗೆ,RP__CL
ತಲುಪಿತು,V__VM__VF
.,RD__PUNC
11.03.2010ರಂದು,N__NNP
ಒಂದೇ,JJ
ದಿನದಲ್ಲಿ,N__NN
223.858,QT__QTC
ದಶಲಕ್ಷ,QT__QTC
ಘಟಕಗಳಷ್ಟು,N__NN
ಗರಿಷ್ಠ,JJ
ಲಾಭವನ್ನು,N__NN
ಸಾಧಿಸಿತು,V__VM__VF
.,RD__PUNC
2009,QT__QTC
-,RD__SYM
10ರಲ್ಲಿ,N__NN
ಒಟ್ಟು,JJ
ವಿದ್ಯುತ್,JJ
ಬಳಕೆಯು,N__NN
"72,987",QT__QTC
ದಶಲಕ್ಷ,QT__QTC
ಘಟಕಗಳು,N__NN
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ಹಸಿರು,JJ
ವಿದ್ಯುತ್,JJ
ಶಕ್ತಿಯ,N__NN
ಅಭಿವೃದ್ಧಿ,N__NN
:,RD__PUNC
ತಮಿಳುನಾಡಿನಲ್ಲಿ,N__NNP
ವಾಯು,JJ
ಶಕ್ತಿ,N__NN
ಉತ್ಪಾದನೆಗೆ,N__NN
ಸೂಕ್ತವಾದ,JJ
ಪ್ರಕೃತಿ,N__NN
",",RD__PUNC
ಹವಾಮಾನ,N__NN
",",RD__PUNC
ಪರ್ವತ,N__NN
ಶ್ರೇಣಿ,N__NN
ಸಂಪನ್ಮೂಲಗಳು,N__NN
ನೆಲೆಗೊಂಡಿವೆ,V__VM__VF
.,RD__PUNC
ನೈರುತ್ಯ,N__NST
ಮಾನ್ಸೂನ್,JJ
ಸಮಯದಲ್ಲಿ,N__NN
ಪಳಕ್ಕಾದ್,N__NNP
",",RD__PUNC
ಸೆಂಗೋಟ್ಟೈ,N__NNP
ಮತ್ತು,CC__CCD
ಅರಲ್ವೈಮೊಳಿ,N__NNP
ಹಾದು,V__VM__VNG
ಹೋಗುವ,V__VAUX
ಪ್ರದೇಶಗಳಲ್ಲಿ,N__NN
ಗಾಳಿಯ,N__NN
ವೇಗವು,N__NN
ಸ್ವಾಭಾವಿಕವಾಗಿ,RB
ಹೆಚ್ಚು,QT__QTF
ಇರುತ್ತದೆ,V__VM__VF
ಎಂದು,CC__CCS
ಕಂಡು,V__VM__VF
ಬಂದಿದೆ,V__VAUX
.,RD__PUNC
1986ರಲ್ಲಿ,N__NN
",",RD__PUNC
ತಮಿಳುನಾಡು,N__NNP
ಇಂಧನ,N__NNP
ಅಭಿವೃದ್ಧಿ,N__NNP
ಸಂಸ್ಥೆ,N__NNP
ಮತ್ತು,CC__CCD
ಭಾರತ,N__NNP
ಸರ್ಕಾರದ,N__NN
ಅಸಾಂಪ್ರದಾಯಿಕ,N__NNP
ಇಂಧನ,N__NNP
ಸಚಿವಾಲಯದ,N__NNP
ನೆರವಿನೊಂದಿಗೆ,N__NNV
ತೂತುಕುಡಿ,N__NNP
ಜಿಲ್ಲೆಯ,N__NN
ಮುಲ್ಲೈಕ್ಕಾಡಿನಲ್ಲಿ,N__NNP
1.165,QT__QTC
ಮೆಗಾವ್ಯಾಟ್,RP__CL
ವಾಯು,JJ
ಘಟಕವನ್ನು,N__NN
ಸ್ಥಾಪಿಸಲು,V__VM__VF
ಆಯಿತು,V__VAUX
.,RD__PUNC
ಆ,DM__DMD
ನಂತರ,N__NST
ಕಯತಾರ್,N__NNP
",",RD__PUNC
ಮುಪ್ಪಂದಲ್,N__NNP
",",RD__PUNC
ಪುಲಿಯನ್ಕುಲಂನಂತಹ,N__NNP
ಇತರ,JJ
ಪ್ರದೇಶಗಳಲ್ಲಿ,N__NN
ತಮಿಳುನಾಡು,N__NNP
ವಿದ್ಯುತ್,N__NNP
ಮಂಡಳಿಯಿಂದ,N__NNP
ವಾಯು,JJ
ವಿದ್ಯುತ್,JJ
ಸ್ಥಾವರಗಳನ್ನು,N__NN
ಸ್ಥಾಪಿಸಲು,V__VM__VF
ಆಯಿತು,V__VAUX
.,RD__PUNC
1993ರಲ್ಲಿ,N__NN
ಕೊಯಮತ್ತೂರಿನ,N__NNP
ಕೇತನೂರಿನಲ್ಲಿ,N__NNP
ತಮಿಳುನಾಡು,N__NNP
ವಿದ್ಯುಚ್ಛಕ್ತಿ,N__NNP
ಮಂಡಳಿಯಿಂದ,N__NNP
250,QT__QTC
ಕಿಲೋವ್ಯಾಟ್,RP__CL
ಸಾಮರ್ಥ್ಯದ,N__NN
8,QT__QTC
ವಾಯು,JJ
ಟರ್ಬೈನುಗಳನ್ನು,N__NN
ಸ್ಥಾಪಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
1986ರಿಂದ,N__NN
1993ರವರೆಗೆ,N__NN
ತಮಿಳುನಾಡು,N__NNP
ವಿದ್ಯುತ್,N__NNP
ಮಂಡಳಿಯಿಂದ,N__NNP
ಒಟ್ಟು,QT__QTF
19.355,QT__QTC
ಮೆಗಾವ್ಯಾಟ್,RP__CL
ಸಾಮರ್ಥ್ಯದ,N__NN
120,QT__QTC
ವಾಯು,JJ
ಟರ್ಬೈನುಗಳನ್ನು,N__NN
ಸ್ಥಾಪಿಸಲು,V__VM__VF
ಆಯಿತು,V__VAUX
.,RD__PUNC
ಮೇಲಿನ,N__NST
ಸ್ಥಳಗಳಲ್ಲಿ,N__NN
ವಾಯು,JJ
ಟರ್ಬೈನುಗಳು,N__NN
ಯಶಸ್ವಿಯಾಗಿ,RB
ಕಾರ್ಯ,N__NN
ನಿರ್ವಹಿಸುತ್ತ,V__VM__VNF
ಇರುವುದರಿಂದ,V__VAUX
",",RD__PUNC
ಸರ್ಕಾರವು,N__NN
ರಚಿಸಿದ,V__VM__VNG
ಅನುಕೂಲಕರ,JJ
ವಾತಾವರಣದಿಂದ,N__NN
ಅನೇಕ,JJ
ಖಾಸಗಿ,JJ
ಕಂಪನಿಗಳು,N__NN
ವಾಯು,JJ
ಟರ್ಬೈನುಗಳನ್ನು,N__NN
ಸ್ಥಾಪಿಸಿವೆ,V__VM__VF
.,RD__PUNC
2008,QT__QTC
-,RD__SYM
2009ರಲ್ಲಿ,N__NN
ಒಟ್ಟು,JJ
ಸಾಮರ್ಥ್ಯವು,N__NN
4287.740,QT__QTC
ಮೆಗಾವ್ಯಾಟಿಗೆ,RP__CL
ತಲುಪಿ,V__VM__VNF
ಇದ್ದು,V__VAUX
",",RD__PUNC
2009,QT__QTC
-,RD__SYM
10ರಲ್ಲಿ,N__NN
4889.765,QT__QTC
ಮೆಗಾವ್ಯಾಟಿಗೆ,RP__CL
ಏರಿಕೆ,N__NNV
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಮೂಲಕ,RP__RPD
ವಿದ್ಯುತ್,JJ
ಉತ್ಪಾದನೆಯ,N__NN
ಪ್ರಮಾಣವು,N__NN
2008,QT__QTC
-,RD__SYM
2009ರಲ್ಲಿ,N__NN
6655.150,QT__QTC
ದಶಲಕ್ಷ,QT__QTC
ಘಟಕಗಳಿಂದ,N__NN
ಇದು,PR__PRP
2009,QT__QTC
-,RD__SYM
2010ರಲ್ಲಿ,N__NN
8145.508,QT__QTC
ದಶಲಕ್ಷ,QT__QTC
ಘಟಕಗಳಿಗೆ,N__NN
ಏರಿಕೆ,N__NNV
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ತಮಿಳುನಾಡಿನಲ್ಲಿ,N__NNP
ವಾಯು,JJ
ಟರ್ಬೈನುಗಳಿಂದ,N__NN
ಉತ್ಪತ್ತಿ,N__NN
ಆಗುವ,V__VM__VNG
ಸ್ಥಾಪಿತ,JJ
ಸಾಮರ್ಥ್ಯವು,N__NN
ದೇಶದ,N__NN
ಒಟ್ಟು,JJ
ಸ್ಥಾಪಿತ,JJ
ಸಾಮರ್ಥ್ಯದ,N__NN
ಸುಮಾರು,N__NN
44,QT__QTC
ಪ್ರತಿಶತದಷ್ಟು,N__NN
ವಾಯು,JJ
ಟರ್ಬೈನುಗಳಿಂದ,N__NN
ಉತ್ಪಾದಿಸಲ್ಪಟ್ಟಿದೆ,V__VM__VF
.,RD__PUNC
ಇದರೊಂದಿಗೆ,DM__DMD
ವಾಯು,JJ
ವಿದ್ಯುತ್,JJ
ಉತ್ಪಾದನೆಯಲ್ಲಿ,N__NN
ತಮಿಳುನಾಡು,N__NNP
ದೇಶದಲ್ಲೇ,N__NN
ಮೊದಲನೇ,QT__QTO
ಸ್ಥಾನ,N__NN
ಪಡೆದು,V__VM__VF
ಕೊಂಡಿದೆ,V__VAUX
.,RD__PUNC
ಸೌರ,JJ
ವಿದ್ಯುತ್,JJ
ಶಕ್ತಿ,N__NN
:,RD__PUNC
ಭಾರತ,N__NNP
ಸರ್ಕಾರವು,N__NN
ಇತ್ತೀಚೆಗೆ,N__NST
"""",RD__PUNC
ಜವಾಹರಲಾಲ್,N__NNP
ನೆಹರು,N__NNP
ರಾಷ್ಟ್ರೀಯ,JJ
ಸೌರ,JJ
ಆಂದೋಲನ,N__NN
"""",RD__PUNC
ಎಂಬ,CC__CCS__UT
ವ್ಯವಸ್ಥೆಯನ್ನು,N__NN
ಘೋಷಿಸಿದೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
',RD__PUNC
ಸೌರ,JJ
ಆಂದೋಲನ,N__NN
',RD__PUNC
ವ್ಯವಸ್ಥೆಯು,N__NN
ಮೊದಲ,JJ
ಹಂತದಲ್ಲಿ,N__NN
",",RD__PUNC
1000,QT__QTC
ಮೆಗಾವ್ಯಾಟ್,RP__CL
ಸೌರ,JJ
ವಿದ್ಯುತ್ತನ್ನು,N__NN
ಉತ್ಪಾದಿಸಲು,V__VM__VINF
ಯೋಜಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಎನ್.,N__NNP
ಟಿ.,N__NNP
ಪಿ.,N__NNP
ಸಿ.,N__NNP
ವಿದ್ಯುತ್,N__NNP
ವ್ಯಾಪಾರಿ,N__NNP
ನಿಗಮ,N__NNP
ಲಿಮಿಟೆಡ್,N__NNP
",",RD__PUNC
ಸೌರ,JJ
ಶಕ್ತಿ,N__NN
ಅಪ್‌ಗ್ರೇಡರುಗಳೊಂದಿಗೆ,N__NN
ಸೌರ,JJ
ಶಕ್ತಿಯನ್ನು,N__NN
ಖರೀದಿಸಿ,V__VM__VNF
",",RD__PUNC
ವಿದ್ಯುತ್,JJ
ಖರೀದಿಯ,N__NN
ಒಪ್ಪಂದಗಳನ್ನು,N__NN
ಸ್ಥಾಪಿಸುವಲ್ಲಿ,V__VM__VNG
ಸಹಾಯ,N__NN
ಮಾಡುತ್ತದೆ,V__VM__VF
.,RD__PUNC
ಹೀಗೆ,CC__CCS
ಸಂಗ್ರಹಿಸಿದ,V__VM__VNG
ಸೌರ,JJ
ಶಕ್ತಿಯನ್ನು,N__NN
",",RD__PUNC
ಉಪಲಬ್ಧ,N__NN
ಇರುವ,V__VM__VNG
",",RD__PUNC
ಆದರೆ,CC__CCS
ಭಾರತ,N__NNP
ಸರ್ಕಾರದಿಂದ,N__NN
ಹಂಚಿಕೆ,N__NNV
ಆಗದ,V__VM__VNG
ಉಷ್ಣ,JJ
ವಿದ್ಯುತ್ತನ್ನು,N__NN
ರಾಜ್ಯದ,N__NN
ವಿದ್ಯುತ್,JJ
ಫಲಾನುಭವಿಗಳೊಂದಿಗೆ,N__NN
ಸಂಯೋಜಿಸಿ,V__VM__VNF
ಮಾರಾಟ,N__NNV
ಮಾಡಲು,V__VM__VF
ಆಗುತ್ತದೆ,V__VAUX
.,RD__PUNC
ಎನ್.,N__NNP
ಟಿ.,N__NNP
ಪಿ.,N__NNP
ಸಿ.,N__NNP
ವಿದ್ಯುತ್,N__NNP
ವ್ಯಾಪಾರಿ,N__NNP
ನಿಗಮ,N__NNP
ಲಿಮಿಟೆಡ್,N__NNP
",",RD__PUNC
ಕೇಂದ್ರ,N__NNP
ವಿದ್ಯುಚ್ಛಕ್ತಿ,N__NNP
ನಿಯಂತ್ರಣ,N__NNP
ಆಯೋಗವು,N__NNP
ವ್ಯಾಖ್ಯಾನಿಸಿದ,V__VM__VNG
ನಿಯಮಗಳ,N__NN
ಪ್ರಕಾರ,RP__RPD
ಇತರ,JJ
ರಾಜ್ಯದ,N__NN
ಫಲಾನುಭವಿಗಳಿಗೆ,N__NN
ಜಂಟಿ,JJ
ವಿದ್ಯುತ್,JJ
ಮಾರಾಟವನ್ನು,N__NNV
ಕೈಗೊಳ್ಳಲು,V__VM__VF
ಆಗುತ್ತದೆ,V__VAUX
.,RD__PUNC
ಎನ್.,N__NNP
ಟಿ.,N__NNP
ಪಿ.,N__NNP
ಸಿ.,N__NNP
ವಿದ್ಯುತ್,N__NNP
ವ್ಯಾಪಾರಿ,N__NNP
ನಿಗಮ,N__NNP
ಲಿಮಿಟೆಡ್,N__NNP
",",RD__PUNC
ಕೇಂದ್ರ,N__NNP
ವಿದ್ಯುಚ್ಛಕ್ತಿ,N__NNP
ನಿಯಂತ್ರಣ,N__NNP
ಆಯೋಗವು,N__NNP
ವ್ಯಾಖ್ಯಾನಿಸಿದ,V__VM__VNG
ನಿಯಮಗಳ,N__NN
ಪ್ರಕಾರ,RP__RPD
ರಾಜ್ಯ,JJ
ಫಲಾನುಭವಿಗಳ,N__NN
ಜಂಟಿ,JJ
ವಿದ್ಯುತ್,JJ
ಶಕ್ತಿಯ,N__NN
ಭಾಗ,N__NN
ಆಗಿ,V__VM__VNF
ಇರುವ,V__VAUX
ಸೌರ,JJ
ಶಕ್ತಿ,N__NN
",",RD__PUNC
2003ರ,N__NN
ವಿದ್ಯುತ್,JJ
ಕಾಯಿದೆ,N__NN
ಅಡಿಯಲ್ಲಿ,RP__RPD
ನವೀಕರಿಸಲು,V__VM__VINF
ಆಗದ,V__VAUX
ಸಂಗ್ರಹಣಾ,JJ
ನಿಯಂತ್ರಣದ,N__NN
ಆಧಾರದ,N__NN
ಮೇಲೆ,RP__RPD
(,RD__SYM
Renewable,RD__RDF
Purchase,RD__RDF
Obligation,RD__RDF
),RD__SYM
ಬಳಸಲು,V__VM__VINF
ಅರ್ಹರು,N__NN
ಆಗಿ,V__VM__VF
ಇದ್ದಾರೆ,V__VAUX
.,RD__PUNC
ಇದಕ್ಕೆ,DM__DMD
ಸಂಬಂಧಿಸಿದ,V__VM__VNG
ಮಾರ್ಗಸೂಚಿಗಳನ್ನು,N__NN
ಕೇಂದ್ರ,N__NNP
ವಿದ್ಯುತ್,N__NNP
ನಿಯಂತ್ರಣ,N__NNP
ಆಯೋಗವು,N__NNP
ಶೀಘ್ರದಲ್ಲೇ,RB
ಹೊರಡಿಸಲಿದೆ,V__VM__VF
.,RD__PUNC
ತಮಿಳುನಾಡು,N__NNP
ಸರ್ಕಾರ,N__NN
",",RD__PUNC
ಕೇಂದ್ರ,JJ
ಸರ್ಕಾರದ,N__NN
ಹೊಸ,N__NNP
ಮತ್ತು,N__NNP
ನವೀಕರಿಸಬಹುದಾದ,N__NNP
ಇಂಧನ,N__NNP
ಸಚಿವಾಲಯ,N__NNP
",",RD__PUNC
ಸೋಲಾರ್,N__NN
ಆಂದೋಲನ,N__NN
ವ್ಯವಸ್ಥೆಯ,N__NN
ಮೊದಲ,JJ
ಹಂತದಲ್ಲಿ,N__NN
ಅನುಮೋದನೆಗೆ,N__NN
ಪ್ರಸ್ತಾಪಿಸಲು,V__VM__VINF
ಆದ,V__VAUX
1000,QT__QTC
ಮೆಗಾವ್ಯಾಟಿನಲ್ಲಿ,RP__CL
200,QT__QTC
-,RD__SYM
500,QT__QTC
ಮೆಗಾವ್ಯಾಟನ್ನು,RP__CL
ಹಂಚಿಕೆ,N__NNV
ಮಾಡಲು,V__VM__VINF
ತಮಿಳುನಾಡಿಗೆ,N__NNP
ಮನವಿ,N__NN
ಮಾಡಿದೆ,V__VM__VF
.,RD__PUNC
ವಿದ್ಯುತ್,N__NN
ಉತ್ಪಾದನಾ,JJ
ಸಾಮರ್ಥ್ಯದ,N__NN
ಅಭಿವೃದ್ಧಿ,N__NN
.,RD__PUNC
ಕಳೆದ,JJ
ಐದು,QT__QTC
ವರ್ಷಗಳಲ್ಲಿ,N__NN
ತಮಿಳುನಾಡು,N__NNP
ಶ್ಲಾಘನೀಯ,JJ
ಆರ್ಥಿಕ,JJ
ಬೆಳೆವಣಿಗೆಯನ್ನು,N__NNV
ಸಾಧಿಸಿ,V__VM__VNF
ಇದ್ದು,V__VAUX
",",RD__PUNC
ಜೀವನ,N__NN
ಮಟ್ಟದಲ್ಲಿ,N__NN
ಮತ್ತು,CC__CCD
ಜೀವನ,N__NN
ಶೈಲಿಯಲ್ಲಿಯೂ,N__NN
ಗಮನಾರ್ಹ,JJ
ಸುಧಾರಣೆಯನ್ನು,N__NNV
ಕಂಡಿದೆ,V__VM__VF
.,RD__PUNC
2005,QT__QTC
-,RD__SYM
2006ರಲ್ಲಿ,N__NN
8209,QT__QTC
ಮೆಗಾವ್ಯಾಟ್,RP__CL
ಇದ್ದ,V__VM__VNG
ತಮಿಳುನಾಡಿನ,N__NNP
ಗರಿಷ್ಠ,JJ
ವಿದ್ಯುತ್,JJ
ಬೇಡಿಕೆಯು,N__NNV
2009,QT__QTC
-,RD__SYM
2010ರಲ್ಲಿ,N__NN
10180,QT__QTC
ಮೆಗಾವ್ಯಾಟಿಗೆ,RP__CL
ಏರಿತು,V__VM__VF
.,RD__PUNC
ಅದರಂತೆ,CC__CCS
",",RD__PUNC
ಸಾಂಪ್ರದಾಯಿಕ,N__NN
ಅಲ್ಲದ,RP__NEG
ಮೂಲಗಳ,N__NN
ಹೊರತು,RP__NEG
ವಿದ್ಯುತ್,N__NN
ಉತ್ಪಾದನಾ,JJ
ಸಾಮರ್ಥ್ಯವು,N__NN
2005,QT__QTC
-,RD__SYM
06ರಲ್ಲಿ,N__NN
10031,QT__QTC
ಮೆಗಾವ್ಯಾಟಿನಿಂದ,RP__CL
2010ರಲ್ಲಿ,N__NN
10214,QT__QTC
ಮೆಗಾವ್ಯಾಟಿಗೆ,RP__CL
ಏರಿತು,V__VM__VF
.,RD__PUNC
ವಿದ್ಯುತ್,JJ
ಉತ್ಪಾದನೆಯ,N__NN
ಪರಿಸ್ಥಿತಿ,N__NN
.,RD__PUNC
ಕಳೆದ,JJ
5,QT__QTC
ವರ್ಷಗಳಲ್ಲಿ,N__NN
",",RD__PUNC
ಶಕ್ತಿ,JJ
ಉತ್ಪಾದನೆ,N__NN
",",RD__PUNC
ವಿದ್ಯುತ್,JJ
ಖರೀದಿಯ,N__NN
ಪ್ರಮಾಣ,N__NN
ಮತ್ತು,CC__CCD
ಒಟ್ಟು,JJ
ವಿದ್ಯುತ್,JJ
ಉತ್ಪಾದನೆಯ,N__NN
ವಿವರಗಳನ್ನು,N__NN
ಈ,DM__DMD
ಕೆಳಗೆ,N__NST
ನೀಡಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ವಿದ್ಯುತ್,JJ
ಬೇಡಿಕೆ,N__NNV
ಮತ್ತು,CC__CCD
ವಿದ್ಯುತ್,JJ
ಮೀಸಲು,N__NN
.,RD__PUNC
ಮಾರ್ಚ್,N__NNP
2010ರಿಂದ,N__NN
ಮೇ,N__NNP
2010ರವರೆಗಿನ,N__NN
ವಿದ್ಯುತ್,JJ
ಪರಿಸ್ಥಿತಿಯ,N__NN
ಅವಲೋಕನ,N__NN
",",RD__PUNC
ವಿದ್ಯುತ್,JJ
ಮೀಸಲು,N__NN
",",RD__PUNC
ಗರಿಷ್ಠ,JJ
ವಿದ್ಯುತ್,JJ
ಬೇಡಿಕೆ,N__NNV
ಮತ್ತು,CC__CCD
ವಿದ್ಯುತ್,JJ
ಕೊರತೆಯ,N__NN
ವಿವರಗಳು,N__NN
ಈ,DM__DMD
ಕೆಳಗಿನಂತೆ,N__NST
ಇವೆ,V__VM__VF
:-,RD__PUNC
ಈ,DM__DMD
ಕೊರತೆಯನ್ನು,N__NN
ಪರಿಹರಿಸಲು,V__VM__VINF
ಬಾಹ್ಯ,JJ
ಮಾರುಕಟ್ಟೆಯಿಂದಲೂ,N__NN
ವಿದ್ಯುತ್,JJ
ಉತ್ಪಾದಕರಿಂದಲೂ,N__NN
ವಿದ್ಯುತ್,JJ
ವಿನಿಮಯದ,N__NN
ಮೂಲಕ,RP__RPD
ದೈನಂದಿನ,JJ
ಆಧಾರದ,N__NN
ಮೇಲೆ,RP__RPD
ವಿದ್ಯುತ್,N__NN
ಖರೀದಿಸಲು,V__VM__VINF
ಉದ್ದೇಶಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಜೂನ್,N__NNP
2010ರಿಂದ,N__NN
ಮೇ,N__NNP
2011ರವರೆಗೆ,N__NN
ವಿದ್ಯುತ್,JJ
ಪರಿಸ್ಥಿತಿಯ,N__NN
ಅವಲೋಕನ,N__NN
.,RD__PUNC
ಗರಿಷ್ಠ,JJ
ಸಮಯ,N__NN
ಸಂಜೆ,N__NN
6.00ರಿಂದ,N__NN
10.00ರವರೆಗೆ,N__NN
ವಿದ್ಯುತ್,JJ
ಮೀಸಲು,N__NN
ಮತ್ತು,CC__CCD
ಗರಿಷ್ಠ,JJ
ವಿದ್ಯುತ್,JJ
ಬೇಡಿಕೆ,N__NNV
.,RD__PUNC
ವಿದ್ಯುತ್,JJ
ಕೊರತೆಯು,N__NN
1400,QT__QTC
ಮೆಗಾವ್ಯಾಟಿನಿಂದ,RP__CL
3400,QT__QTC
ಮೆಗಾವ್ಯಾಟಿನವರೆಗೆ,RP__CL
ಬದಲು,RB
